,price,rank,title,no_of_reviews,ratings,author,cover_type,year
624,5.38,87,Creative Haven Owls Coloring Book (Adult Coloring),5205.00,4.7,Marjorie Sarnat,Paperback,2016
625,9.09,88,"Magnus Chase and the Gods of Asgard, Book 2 The Hammer of Thor (Magnus Chase and the Gods of Asgard, Book 2) (Magnus Chase and the Gods of Asgard, 2)",6468.00,4.7,Rick Riordan,Hardcover,2016
626,9.99,89,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,15022.00,4.7,Johanna Basford,Paperback,2016
627,6.98,90,Harry Potter and the Sorcerer's Stone,5120.00,4.8,J.K. Rowling,Paperback,2016
628,8.95,91,Dragons Love Tacos,15753.00,4.8,Adam Rubin,Hardcover,2016
629,22.95,92,D&D Player's Handbook (Dungeons & Dragons Core Rulebook),45711.00,4.9,Dungeons & Dragons,Hardcover,2016
630,7.5,93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",6281.00,4.6,Tom Robinson,Paperback,2016
631,7.48,94,George Orwell,72441.00,4.7,George Orwell,Mass Market Paperback,2016
632,8.48,95,"The Giver (Giver Quartet, 1)",26262.00,4.7,Lois Lowry,Paperback,2016
633,,,,,,,,2016
634,11.29,97,"Thinking, Fast and Slow",29732.00,4.6,Daniel Kahneman,Paperback,2016
635,8.22,98,Little Blue Truck board book,8204.00,4.9,Alice Schertle,Board book,2016
636,14.39,99,Harry Potter Coloring Book,10136.00,4.8,Scholastic,Paperback,2016
637,9.19,100,The Day the Crayons Quit,19898.00,4.8,Drew Daywalt,Hardcover,2016
638,9.4,1,Wonder,83334.00,4.7,R. J. Palacio,Hardcover,2017
639,7.83,2,Milk and Honey,60345.00,4.7,Rupi Kaur,Paperback,2017
640,5.94,3,Giraffes Can't Dance (Board Book),28903.00,4.8,Giles Andreae,Board book,2017
641,14.38,4,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,138110.00,4.6,Mark Manson,Hardcover,2017
642,10.62,5,The Getaway,29560.00,4.7,Jeff Kinney,Hardcover,2017
643,11.8,6,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,13255.00,4.4,Laurel Randolph,Paperback,2017
644,13.2,7,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,95589.00,4.3,J. D. Vance,Hardcover,2017
645,9.99,8,Astrophysics for People in a Hurry,35191.00,4.6,Neil deGrasse Tyson,Hardcover,2017
646,4.78,9,First 100 Words: A Padded Board Book,37035.00,4.7,Roger Priddy,Board book,2017
647,16.26,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,16486.00,4.6,Melissa Hartwig Urban,Hardcover,2017
648,9.53,11,The Handmaid's Tale,154708.00,4.3,Margaret Atwood,Paperback,2017
649,8.39,12,The 5 Love Languages: The Secret to Love that Lasts,89716.00,4.8,Gary Chapman,Paperback,2017
650,8.89,13,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,45574.00,4.7,Jen Sincero,Paperback,2017
651,12.98,14,What Happened,11150.00,4.5,Hillary Rodham Clinton,Hardcover,2017
652,7.49,15,"Oh, the Places You'll Go!  ",48083.00,4.9,Dr. Seuss,Hardcover,2017
653,11.58,16,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,43663.00,4.7,Admiral William H. McRaven,Hardcover,2017
654,7.48,17,1984,110385.00,4.6,George Orwell,Mass Market Paperback,2017
655,10.3,18,How to Win Friends & Influence People (Dale Carnegie Books),111939.00,4.7,Dale Carnegie,Paperback,2017
656,23.15,19,Origin: A Novel (Robert Langdon),135714.00,4.3,Dan Brown,Hardcover,2017
657,10.93,20,A Man Called Ove: A Novel,186212.00,4.6,Fredrik Backman,Paperback,2017
658,8.89,21,The Sun and Her Flowers,21604.00,4.7,Rupi Kaur,Paperback,2017
659,5,22,Dear Zoo: A Lift-the-Flap Book,28338.00,4.9,Rod Campbell,Board book,2017
660,7.74,23,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),107993.00,4.7,Don Miguel Ruiz,Paperback,2017
661,3.97,24,The Going To Bed Book,17481.00,4.8,Sandra Boynton,Board book,2017
662,15.37,25,StrengthsFinder 2.0,8180.00,4.1,Gallup,Hardcover,2017
663,9.4,26,The Wonderful Things You Will Be,28471.00,4.9,Emily Winfield Martin,Hardcover,2017
664,10.14,27,The Shack: Where Tragedy Confronts Eternity,41131.00,4.6,William P. Young,Paperback,2017
665,8.89,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,58661.00,4.5,Marie Kondō,Hardcover,2017
666,15.01,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy",7765.00,4.4,Sheryl Sandberg,Hardcover,2017
667,22.99,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),8180.00,4.6,Thug Kitchen,Hardcover,2017
668,7.93,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",26304.00,4.8,Valorie Schaefer,Paperback,2017
669,10.49,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",11660.00,4.7,Lysa TerKeurst,Paperback,2017
670,13.07,53,Big Little Lies,157430.00,4.4,Liane Moriarty,Paperback,2017
671,3.49,54,The Official SAT Study Guide,2426.00,4.5,The College Board,Paperback,2017
672,15.92,55,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,2906.00,4.6,Melissa Hartwig Urban,Hardcover,2017
673,11.29,56,"Thinking, Fast and Slow",40513.00,4.6,Daniel Kahneman,Paperback,2017
674,8.89,57,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",43017.00,4.9,Sarah Young,Hardcover,2017
675,12.88,58,What to Expect When You're Expecting,32927.00,4.8,Heidi Murkoff,Paperback,2017
676,9.68,59,The Glass Castle: A Memoir (book),39313.00,4.6,Jeannette Walls,Paperback,2017
677,6.84,60,The Great Gatsby: The Only Authorized Edition,15476.00,4.4,F. Scott Fitzgerald,Paperback,2017
678,14.67,61,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,2961.00,4.6,Oprah Winfrey,Hardcover,2017
679,5.19,62,P is for Potty! (Sesame Street) (Lift-the-Flap),30046.00,4.7,Naomi Kleinberg,Board book,2017
680,13.49,63,The Rooster Bar,55444.00,4,John Grisham,Hardcover,2017
681,10.98,64,The Giving Tree,32284.00,4.9,Shel Silverstein,Hardcover,2017
682,10.01,65,She Persisted: 13 American Women Who Changed the World,3174.00,4.8,Chelsea Clinton,Hardcover,2017
683,6.3,66,On Tyranny: Twenty Lessons from the Twentieth Century,28765.00,4.7,Timothy Snyder,Paperback,2017
684,11.15,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",140829.00,4.6,Paulo Coelho,Paperback,2017
685,8.36,68,Fahrenheit 451,48445.00,4.6,Ray Bradbury,Paperback,2017
686,11.99,69,Camino Island: A Novel,78921.00,4.2,John Grisham,Hardcover,2017
687,11.99,70,Turtles All the Way Down,24506.00,4.4,John Green,Hardcover,2017
688,12.86,71,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,40383.00,4.7,Brené Brown,Paperback,2017
689,4.98,72,Love You Forever,59737.00,4.9,Robert Munsch,Paperback,2017
690,17.27,73,"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",5009.00,4.8,Ree Drummond,Hardcover,2017
691,11.66,74,Mindset: The New Psychology of Success,23656.00,4.6,Carol S. S. Dweck,Paperback,2017
692,5,75,Where Is Baby's Belly Button? A Lift-the-Flap Book,13576.00,4.8,Karen Katz,Board book,2017
693,21.15,76,Grant,13469.00,4.8,Ron Chernow,Hardcover,2017
694,14.05,77,,847.00,4.6,,,2017
695,21.49,78,Sapiens: A Brief History of Humankind,134057.00,4.6,Yuval Noah Harari,Hardcover,2017
696,16.54,79,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,38435.00,4.7,Benjamin Graham,Paperback,2017
697,15.15,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",30046.00,4.4,Dr. Steven R Gundry  MD,Hardcover,2017
698,12.11,81,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",8856.00,4.8,Rick Riordan,Hardcover,2017
699,8.49,82,"Everything, Everything",6977.00,4.7,Nicola Yoon,Paperback,2017
700,12.87,83,Start with Why: How Great Leaders Inspire Everyone to Take Action,25652.00,4.6,Simon Sinek,Paperback,2017
701,15.1,84,Norse Mythology,16852.00,4.7,Neil Gaiman,Hardcover,2017
702,13.46,85,Beneath a Scarlet Sky: A Novel,66012.00,4.7,Mark Sullivan,Paperback,2017
703,1.17,86,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),17069.00,4.9,Dav Pilkey,Hardcover,2017
704,10.05,87,Lilac Girls: A Novel (Woolsey-Ferriday),14875.00,4.6,Martha Hall Kelly,Paperback,2017
705,21.99,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",21527.00,4.9,J.K. Rowling,Hardcover,2017
706,11.21,89,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",7021.00,4.8,Rick Riordan,Hardcover,2017
707,12.97,90,"Al Franken, Giant of the Senate",3872.00,4.7,Al Franken,Hardcover,2017
708,16.29,91,Principles: Life and Work,12018.00,4.6,Ray Dalio,Hardcover,2017
709,9.87,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620.00,4.8,Brené Brown,Paperback,2017
710,6.98,93,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,28721.00,4.3,Amy Ramos,Paperback,2017
711,18.59,94,Pokemon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,5158.00,4.7,Scholastic,Paperback,2017
712,9.05,95,10-Day Green Smoothie Cleanse,32825.00,4.7,JJ Smith,Paperback,2017
713,11.88,96,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,24427.00,4.7,Dave Ramsey,Hardcover,2017
714,8.95,97,Dragons Love Tacos,15753.00,4.8,Adam Rubin,Hardcover,2017
715,38.86,98,Harry Potter Paperback Box Set (Books 1-7),91629.00,4.9,J. K. Rowling,Paperback,2017
716,15.7,99,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),5682.00,4.8,Bill O'Reilly,Hardcover,2017
717,12.18,100,"Rosie Revere, Engineer (The Questioneers)",6386.00,4.9,Andrea Beaty,Hardcover,2017
718,17.18,1,Becoming,195572.00,4.8,Michelle Obama,Hardcover,2018
719,10.99,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",41020.00,4.5,Rachel Hollis,Hardcover,2018
720,5.28,3,The Wonky Donkey,80543.00,4.8,Craig Smith,Paperback,2018
721,7.39,4,Fire and Fury: Inside the Trump White House,48881.00,4,Michael Wolff,Hardcover,2018
722,11.9,5,Fear: Trump in the White House,19328.00,4.4,Bob Woodward,Hardcover,2018
723,13.58,6,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),16684.00,4.9,Jill Twiss,Hardcover,2018
724,14.43,7,12 Rules for Life: An Antidote to Chaos,58099.00,4.7,Jordan B. Peterson,Hardcover,2018
725,14.86,8,Magnolia Table,34339.00,4.8,Joanna Gaines,Hardcover,2018
726,12,9,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,10533.00,4.6,The Staff of The Late Show with Stephen Colbert,Hardcover,2018
727,14.38,10,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,138110.00,4.6,Mark Manson,Hardcover,2018
728,12.53,11,"A Higher Loyalty: Truth, Lies, and Leadership",17432.00,4.6,James Comey,Hardcover,2018
729,6.98,12,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,31171.00,4.3,Amy Ramos,Paperback,2018
730,8.79,13,Diary of a Wimpy Kid #13: Meltdown,30174.00,4.8,Jeff Kinney,Hardcover,2018
731,8.39,14,The 5 Love Languages: The Secret to Love that Lasts,89716.00,4.8,Gary Chapman,Paperback,2018
732,4.78,15,First 100 Words: A Padded Board Book,37035.00,4.7,Roger Priddy,Board book,2018
733,8.82,16,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),18769.00,4.8,Dav Pilkey,Hardcover,2018
734,14.66,17,Educated: A Memoir,208462.00,4.6,Tara Westover,Hardcover,2018
735,8.89,18,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,45574.00,4.7,Jen Sincero,Paperback,2018
736,15.15,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",16117.00,4.4,Dr. Steven R Gundry  MD,Hardcover,2018
737,5.94,20,Giraffes Can't Dance (Board Book),28903.00,4.8,Giles Andreae,Board book,2018
738,26.1,21,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),16117.00,4.9,Dungeons & Dragons,Hardcover,2018
739,20.9,22,Homebody: A Guide to Creating Spaces You Never Want to Leave,11626.00,4.8,Joanna Gaines,Hardcover,2018
740,6.56,23,The Very Hungry Caterpillar,59851.00,4.9,Eric Carle,Board book,2018
741,10.95,24,Crazy Rich Asians (Crazy Rich Asians Trilogy),52783.00,4.3,Kevin Kwan,Paperback,2018
742,10.73,25,The Hate U Give: A Printz Honor Winner,47556.00,4.7,Angie Thomas,Hardcover,2018
743,11.8,26,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,13255.00,4.4,Laurel Randolph,Paperback,2018
744,7.74,27,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),107993.00,4.7,Don Miguel Ruiz,Paperback,2018
745,9.4,28,The Wonderful Things You Will Be,28471.00,4.9,Emily Winfield Martin,Hardcover,2018
746,5.19,29,P is for Potty! (Sesame Street) (Lift-the-Flap),30046.00,4.7,Naomi Kleinberg,Board book,2018
747,4.98,30,The Pout-Pout Fish,25837.00,4.8,Deborah Diesen,Board book,2018
748,11.15,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",140829.00,4.6,Paulo Coelho,Paperback,2018
749,9.4,52,Wonder,83334.00,4.7,R. J. Palacio,Hardcover,2018
750,8.89,53,To Kill a Mockingbird,130637.00,4.7,Harper Lee,Paperback,2018
751,16.26,54,The Whole30: The 30-Day Guide to Total Health and Food Freedom,16486.00,4.6,Melissa Hartwig Urban,Hardcover,2018
752,18.29,55,The Keto Diet: The Complete Guide to a High-Fat Diet,7713.00,4.4,Bill Martin Jr.,Paperback,2018
753,10.99,56,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,8936.00,4.8,Valorie Schaefer,Paperback,2018
754,14.73,57,Before We Were Yours: A Novel,141704.00,4.6,Dungeons & Dragons,Hardcover,2018
755,15.73,58,The Reckoning: A Novel,62725.00,4.1,John Grisham,Hardcover,2018
756,4.94,59,"Brown Bear, Brown Bear, What Do You See?",58448.00,4.9,Bill Martin Jr.,Board book,2018
757,13.46,60,Beneath a Scarlet Sky: A Novel,221991.00,4.6,Mark Sullivan,Paperback,2018
758,12.88,61,What to Expect When You're Expecting,32927.00,4.8,Heidi Murkoff,Paperback,2018
759,18.98,62,Principles: Life and Work,17273.00,4.6,Ray Dalio,Hardcover,2018
760,9.99,63,Astrophysics for People in a Hurry,35191.00,4.6,Neil deGrasse Tyson,Hardcover,2018
761,4.99,64,Laugh-Out-Loud Jokes for Kids,11768.00,4.6,Rob Elliott,Paperback,2018
762,26.37,65,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",11802.00,4.7,Anthony William,Hardcover,2018
763,3.49,66,The Official SAT Study Guide,2426.00,4.5,The College Board,Paperback,2018
764,6.14,67,Calm the F*ck Down: An Irreverent Adult Coloring Book,21345.00,4.6,Sasha O'Hara,Paperback,2018
765,7.93,68,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",26304.00,4.8,Valorie Schaefer,Paperback,2018
766,15.68,69,Outsider: A Novel,56112.00,4.5,Stephen King,Hardcover,2018
767,14.67,70,Where the Crawdads Sing,612377.00,4.7,Delia Owens,Hardcover,2018
768,27.97,71,D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),28528.00,4.9,Dungeons & Dragons,Hardcover,2018
769,13.06,72,Sapiens: A Brief History of Humankind,134058.00,4.6,Yuval Harari,Paperback,2018
770,4.98,73,Love You Forever,59737.00,4.9,Dungeons & Dragons,Paperback,2018
771,9.92,74,Dragons Love Tacos,18118.00,4.8,Gallup,Hardcover,2018
772,14.1,75,The Woman in the Window: A Novel,130163.00,4.3,A. J. Finn,Hardcover,2018
773,16.49,76,D&D Monster Manual (Dungeons & Dragons Core Rulebook),134058.00,4.9,Dungeons & Dragons,Hardcover,2018
774,17.06,77,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,10170.00,4.6,Suzanne Ryan,Paperback,2018
775,15.37,78,StrengthsFinder 2.0,8180.00,4.1,Gallup,Hardcover,2018
776,17.04,79,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),35012.00,4.8,Jocko Willink,Hardcover,2018
777,13.99,80,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,6066.00,4.8,Gregg Jarrett,Hardcover,2018
778,4.99,81,How to Draw 101 Animals (1),24653.00,4.7,Dan Green,Paperback,2018
779,9,82,The Sun and Her Flowers,16958.00,4.8,Rupi Kaur,Paperback,2018
780,8.32,83,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,28111.00,4.5,Marie Kondō,Hardcover,2018
781,8.94,84,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796.00,4.4,Jen Fisch,Paperback,2018
782,7,85,Where Do Diggers Sleep at Night? (Where Do...Series),13755.00,4.8,Brianna Caplan Sayres,Board book,2018
783,17.99,86,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,9187.00,4.7,Stephen R. Covey,Paperback,2018
784,15.74,87,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",4743.00,4.7,Reese Witherspoon,Hardcover,2018
785,18.5,88,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),53306.00,4.7,Viktor E. Frankl,Paperback,2018
786,14.4,89,The Great Alone: A Novel,44690.00,4.7,Kristin Hannah,Hardcover,2018
787,11.88,90,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,24427.00,4.7,Dave Ramsey,Hardcover,2018
788,14.42,91,Cravings: Hungry for More: A Cookbook,6748.00,4.8,Chrissy Teigen,Hardcover,2018
789,14.35,92,The Handmaid's Tale,60681.00,4.4,Margaret Atwood,Paperback,2018
790,6.92,93,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,29674.00,4.7,Brené Brown,Paperback,2018
791,6.79,94,The Great Gatsby: The Only Authorized Edition,18656.00,4.5,F. Scott Fitzgerald,Paperback,2018
792,11.4,95,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928.00,4.8,Bessel van der Kolk M.D.,Paperback,2018
793,10.99,96,"Gmorning, Gnight!: Little Pep Talks for Me & You",4789.00,4.8,Lin-Manuel Miranda,Hardcover,2018
794,8.99,97,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,94095.00,4.7,Robert T. Kiyosaki,Mass Market Paperback,2018
795,11.58,98,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,29897.00,4.7,Admiral William H. McRaven,Hardcover,2018
796,38.86,99,Harry Potter Paperback Box Set (Books 1-7),91629.00,4.9,J. K. Rowling,Paperback,2018
797,32.99,100,Xanathar's Guide to Everything (Dungeons & Dragons),20036.00,4.9,Dungeons & Dragons,Hardcover,2018
798,12.39,1,Where the Crawdads Sing,344811.00,4.8,Delia Owens,Hardcover,2019
799,16.5,2,Becoming,123276.00,4.8,Michelle Obama,Hardcover,2019
800,13,3,Educated: A Memoir,69406.00,4.7,Tara Westover,Hardcover,2019
801,6.43,4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),23639.00,4.9,Dav Pilkey,Hardcover,2019
802,11.51,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",27338.00,4.6,Rachel Hollis,Hardcover,2019
803,7.76,6,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),27986.00,4.9,Dav Pilkey,Hardcover,2019
804,8.96,7,Wrecking Ball (Diary of a Wimpy Kid Book 14),18630.00,4.9,Jeff Kinney,Hardcover,2019
805,8.55,8,The Wonderful Things You Will Be,25148.00,4.9,Emily Winfield Martin,Hardcover,2019
806,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846.00,4.8,School Zone,Paperback,2019
807,7.57,10,The 5 Love Languages: The Secret to Love that Lasts,69866.00,4.8,Gary Chapman,Paperback,2019
808,9.98,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",14255.00,4.6,Rachel Hollis,Hardcover,2019
809,5.28,12,The Wonky Donkey,74725.00,4.8,Craig Smith,Paperback,2019
810,14.35,13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,80328.00,4.6,Mark Manson,Hardcover,2019
811,5.99,14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),28840.00,4.6,M Prefontaine,Paperback,2019
